min_score,pullback_pct,timeout_bars,tp_pct,sl_pct,trailing_act,trailing_dist,total_signals,filled_trades,fill_rate_pct,win_rate_pct,net_pnl_pct,profit_factor,expectancy_pct,max_dd_pct,oos_win_rate_pct,oos_net_pnl_pct,score_metric
75.0,0.0,2,2.0,3.5,2.0,0.6,44989,3018,6.6,54.3,-591.22,0.79,-0.170,372.04,56.2,-235.79,-0.33
75.0,0.0,3,1.25,1.5,2.5,0.8,44989,3018,6.6,52.0,-505.27,0.76,-0.153,327.59,51.5,-185.41,-0.33
75.0,0.0,3,1.25,2.5,2.0,0.6,44989,3018,6.6,58.6,-386.06,0.83,-0.115,273.36,60.2,-146.01,-0.33
75.0,0.0,3,1.25,3.0,2.0,0.6,44989,3018,6.6,60.2,-357.75,0.85,-0.102,251.59,62.2,-145.47,-0.33
75.0,0.0,3,1.25,3.5,1.5,0.5,44989,3018,6.6,61.2,-356.08,0.85,-0.106,262.42,63.7,-135.66,-0.33
75.0,0.0,3,1.5,2.0,2.0,0.6,44989,3018,6.6,53.3,-420.99,0.81,-0.136,293.58,54.1,-137.85,-0.33
75.0,0.0,3,1.8,2.5,0.0,0.0,44989,3018,6.6,53.0,-586.63,0.78,-0.169,364.64,54.0,-234.61,-0.33
75.0,0.0,3,1.8,2.5,2.0,0.6,44989,3018,6.6,53.0,-478.72,0.83,-0.136,299.18,54.0,-194.52,-0.33
75.0,0.0,3,2.0,2.5,2.0,0.6,44989,3018,6.6,51.3,-685.13,0.75,-0.203,434.05,51.8,-262.17,-0.33
75.0,0.0,3,2.0,3.0,0.0,0.0,44989,3018,6.6,53.1,-559.03,0.81,-0.157,337.39,54.6,-232.52,-0.33
75.0,0.0,3,2.0,3.5,0.0,0.0,44989,3018,6.6,54.3,-529.76,0.82,-0.145,321.27,56.2,-228.29,-0.33
75.0,0.0,3,2.0,3.5,2.0,0.6,44989,3018,6.6,54.3,-591.22,0.79,-0.170,372.04,56.2,-235.79,-0.33
75.0,0.0,4,1.25,1.5,2.5,0.8,44989,3018,6.6,52.0,-505.27,0.76,-0.153,327.59,51.5,-185.41,-0.33
75.0,0.0,4,1.25,2.5,2.0,0.6,44989,3018,6.6,58.6,-386.06,0.83,-0.115,273.36,60.2,-146.01,-0.33
75.0,0.0,4,1.25,3.0,2.0,0.6,44989,3018,6.6,60.2,-357.75,0.85,-0.102,251.59,62.2,-145.47,-0.33
75.0,0.0,4,1.25,3.5,1.5,0.5,44989,3018,6.6,61.2,-356.08,0.85,-0.106,262.42,63.7,-135.66,-0.33
75.0,0.0,4,1.5,2.0,2.0,0.6,44989,3018,6.6,53.3,-420.99,0.81,-0.136,293.58,54.1,-137.85,-0.33
75.0,0.0,4,1.8,2.5,0.0,0.0,44989,3018,6.6,53.0,-586.63,0.78,-0.169,364.64,54.0,-234.61,-0.33
75.0,0.0,4,1.8,2.5,2.0,0.6,44989,3018,6.6,53.0,-478.72,0.83,-0.136,299.18,54.0,-194.52,-0.33
75.0,0.0,4,2.0,2.5,2.0,0.6,44989,3018,6.6,51.3,-685.13,0.75,-0.203,434.05,51.8,-262.17,-0.33
75.0,0.0,4,2.0,3.0,0.0,0.0,44989,3018,6.6,53.1,-559.03,0.81,-0.157,337.39,54.6,-232.52,-0.33
75.0,0.0,4,2.0,3.5,0.0,0.0,44989,3018,6.6,54.3,-529.76,0.82,-0.145,321.27,56.2,-228.29,-0.33
75.0,0.0,4,2.0,3.5,2.0,0.6,44989,3018,6.6,54.3,-591.22,0.79,-0.170,372.04,56.2,-235.79,-0.33
75.0,0.3,2,0.7,3.0,2.5,0.8,44989,1316,2.7,78.5,-113.66,0.95,-0.024,50.00,76.6,-92.90,-0.33
75.0,0.3,2,1.0,2.0,2.0,0.6,44989,1316,2.7,65.3,-110.33,0.94,-0.038,66.80,63.4,-77.12,-0.33
75.0,0.3,2,1.25,3.0,0.0,0.0,44989,1316,2.7,67.6,-164.47,0.95,-0.035,63.13,66.4,-133.98,-0.33
75.0,0.3,3,1.8,3.0,0.0,0.0,44989,1455,3.1,58.6,-250.13,0.93,-0.065,106.62,56.8,-187.40,-0.33
75.0,0.3,4,1.25,1.5,2.5,0.8,44989,1562,3.3,55.8,-144.70,0.90,-0.068,112.37,54.5,-74.22,-0.33
75.0,0.5,3,0.8,1.5,0.0,0.0,44989,1020,2.1,70.0,-91.65,0.95,-0.024,40.44,65.3,-75.60,-0.33
55.0,0.3,2,0.7,2.5,0.0,0.0,44989,6313,13.3,74.2,-1147.47,0.73,-0.138,594.34,72.3,-567.36,-0.34
55.0,0.3,2,0.7,2.5,2.5,0.8,44989,6313,13.3,74.2,-859.94,0.79,-0.104,453.26,72.3,-420.91,-0.34
55.0,0.3,2,0.7,3.0,0.0,0.0,44989,6313,13.3,75.4,-1141.34,0.74,-0.133,575.71,73.8,-583.87,-0.34
55.0,0.3,2,0.7,3.0,2.5,0.8,44989,6313,13.3,75.4,-847.42,0.80,-0.098,431.81,73.8,-433.85,-0.34
55.0,0.3,2,0.7,3.5,0.0,0.0,44989,6313,13.3,76.4,-1138.63,0.75,-0.125,542.37,74.8,-614.00,-0.34
55.0,0.5,2,1.0,2.0,2.5,0.8,44989,3305,6.7,66.2,-354.82,0.89,-0.067,185.71,62.9,-212.09,-0.34
55.0,0.5,2,1.5,2.0,0.0,0.0,44989,3305,6.7,55.8,-687.90,0.86,-0.113,264.75,51.0,-448.70,-0.34
55.0,0.5,2,2.0,3.0,0.0,0.0,44989,3305,6.7,54.8,-815.82,0.86,-0.144,329.31,51.8,-511.18,-0.34
55.0,0.5,3,1.0,1.5,0.0,0.0,44989,4349,9.0,60.6,-770.26,0.80,-0.119,353.97,56.2,-431.31,-0.34
55.0,0.5,3,1.0,2.0,2.5,0.8,44989,4349,9.0,65.9,-449.56,0.89,-0.066,210.78,62.1,-261.57,-0.34
55.0,0.5,3,1.25,2.0,1.2,0.4,44989,4349,9.0,60.7,-756.27,0.82,-0.126,375.20,56.0,-397.57,-0.34
55.0,0.5,3,1.25,2.5,0.0,0.0,44989,4349,9.0,62.7,-868.58,0.86,-0.104,318.25,58.3,-573.79,-0.34
55.0,0.5,3,1.5,2.0,1.2,0.4,44989,4349,9.0,60.8,-735.59,0.83,-0.123,366.22,56.3,-385.88,-0.34
55.0,0.5,3,1.8,2.0,1.2,0.4,44989,4349,9.0,60.9,-722.69,0.83,-0.121,359.63,56.4,-379.57,-0.34
55.0,0.5,3,2.0,2.0,1.2,0.4,44989,4349,9.0,61.0,-715.76,0.83,-0.118,352.70,56.4,-379.57,-0.34
55.0,0.5,4,0.8,1.5,0.0,0.0,44989,5085,10.7,66.3,-813.11,0.76,-0.123,427.97,63.4,-398.90,-0.34
55.0,0.5,4,0.8,1.5,2.5,0.8,44989,5085,10.7,66.3,-561.11,0.82,-0.093,327.60,63.4,-247.27,-0.34
55.0,0.5,4,1.0,2.5,0.0,0.0,44989,5085,10.7,68.3,-839.78,0.84,-0.098,344.07,65.4,-511.16,-0.34
55.0,0.8,2,1.25,3.5,0.0,0.0,44989,1571,3.0,71.7,-191.85,0.96,-0.032,61.54,69.9,-161.64,-0.34
55.0,0.8,3,1.8,2.0,2.5,0.8,44989,2180,4.2,51.8,-308.84,0.92,-0.081,137.76,49.2,-201.31,-0.34
55.0,0.8,3,2.0,1.5,2.5,0.8,44989,2180,4.2,43.2,-377.56,0.88,-0.107,156.47,39.7,-234.35,-0.34
55.0,0.8,4,1.25,3.0,1.2,0.4,44989,2627,5.2,68.9,-332.01,0.90,-0.076,187.08,66.5,-207.52,-0.34
55.0,0.8,4,1.8,1.5,0.0,0.0,44989,2627,5.2,45.7,-608.16,0.82,-0.153,261.44,41.5,-357.67,-0.34
55.0,0.8,4,2.0,3.5,2.0,0.6,44989,2627,5.2,58.2,-597.59,0.89,-0.115,243.34,54.8,-408.64,-0.34
55.0,1.0,2,1.8,2.0,0.0,0.0,44989,1066,2.1,54.1,-169.32,0.95,-0.048,59.86,50.0,-138.06,-0.34
55.0,1.0,3,1.25,2.0,0.0,0.0,44989,1521,2.9,65.0,-134.97,0.96,-0.031,53.14,62.8,-106.44,-0.34
55.0,1.0,3,1.5,3.0,1.5,0.5,44989,1521,2.9,66.0,-161.35,0.93,-0.066,118.22,64.2,-100.32,-0.34
55.0,1.0,3,1.8,1.5,1.5,0.5,44989,1521,2.9,54.8,-99.04,0.93,-0.049,72.00,52.9,-53.44,-0.34
60.0,0.3,2,0.7,2.5,1.5,0.5,44989,4214,9.0,74.7,-334.24,0.92,-0.037,131.70,72.0,-228.43,-0.34
60.0,0.3,2,0.8,1.5,1.2,0.4,44989,4214,9.0,65.0,-366.38,0.90,-0.052,162.36,61.5,-218.88,-0.34
60.0,0.3,2,0.8,2.0,1.5,0.5,44989,4214,9.0,69.5,-362.34,0.92,-0.045,148.78,66.6,-235.48,-0.34
60.0,0.3,2,1.0,2.0,2.0,0.6,44989,4214,9.0,63.7,-537.43,0.88,-0.073,225.71,60.3,-328.64,-0.34
60.0,0.3,2,1.0,3.0,2.5,0.8,44989,4214,9.0,68.0,-560.69,0.90,-0.065,207.39,65.3,-376.44,-0.34
60.0,0.3,2,1.25,2.5,1.2,0.4,44989,4214,9.0,62.8,-765.70,0.83,-0.122,370.20,59.6,-419.05,-0.34
60.0,0.3,2,1.25,3.0,0.0,0.0,44989,4214,9.0,63.7,-812.91,0.85,-0.106,326.09,61.0,-510.62,-0.34
60.0,0.3,2,1.25,3.0,1.2,0.4,44989,4214,9.0,64.5,-736.94,0.85,-0.110,335.84,61.8,-424.26,-0.34
60.0,0.3,2,1.25,3.5,0.0,0.0,44989,4214,9.0,64.9,-819.83,0.86,-0.107,333.20,62.6,-515.81,-0.34
60.0,0.3,2,1.5,2.5,1.2,0.4,44989,4214,9.0,62.8,-762.19,0.83,-0.122,370.20,59.7,-415.54,-0.34
60.0,0.3,2,1.5,3.0,1.2,0.4,44989,4214,9.0,64.5,-732.93,0.85,-0.110,335.84,61.8,-420.25,-0.34
60.0,0.3,2,1.8,2.5,1.2,0.4,44989,4214,9.0,62.8,-762.19,0.83,-0.122,370.20,59.7,-415.54,-0.34
60.0,0.3,2,1.8,3.0,1.2,0.4,44989,4214,9.0,64.5,-732.93,0.85,-0.110,335.84,61.8,-420.25,-0.34
60.0,0.3,2,2.0,2.5,1.2,0.4,44989,4214,9.0,62.8,-762.19,0.83,-0.122,370.20,59.7,-415.54,-0.34
60.0,0.3,2,2.0,3.0,1.2,0.4,44989,4214,9.0,64.5,-732.93,0.85,-0.110,335.84,61.8,-420.25,-0.34
60.0,0.3,3,0.7,1.5,0.0,0.0,44989,5132,11.2,67.2,-960.56,0.69,-0.148,532.74,63.9,-439.33,-0.34
60.0,0.3,3,0.7,1.5,2.5,0.8,44989,5132,11.2,67.2,-735.61,0.75,-0.119,432.27,63.9,-314.86,-0.34
60.0,0.3,3,0.7,2.0,1.2,0.4,44989,5132,11.2,71.0,-426.50,0.87,-0.063,238.46,68.4,-203.61,-0.34
60.0,0.3,3,0.7,3.5,1.5,0.5,44989,5132,11.2,75.3,-433.26,0.90,-0.050,201.79,73.4,-255.51,-0.34
60.0,0.3,3,0.8,2.0,0.0,0.0,44989,5132,11.2,68.2,-951.27,0.75,-0.136,489.38,65.6,-473.13,-0.34
60.0,0.3,3,0.8,2.0,2.0,0.6,44989,5132,11.2,68.2,-612.18,0.84,-0.088,323.12,65.6,-301.34,-0.34
60.0,0.3,3,0.8,2.0,2.5,0.8,44989,5132,11.2,68.2,-692.25,0.81,-0.101,367.45,65.6,-336.04,-0.34
60.0,0.3,3,0.8,2.5,2.0,0.6,44989,5132,11.2,70.6,-552.24,0.87,-0.070,261.10,68.2,-305.75,-0.34
60.0,0.3,3,0.8,3.0,2.0,0.6,44989,5132,11.2,71.7,-564.26,0.88,-0.067,250.11,69.7,-328.27,-0.34
60.0,0.3,3,0.8,3.5,2.0,0.6,44989,5132,11.2,72.6,-551.78,0.89,-0.061,234.84,70.9,-336.26,-0.34
60.0,0.3,4,0.7,2.5,0.0,0.0,44989,5792,12.7,72.3,-1101.03,0.72,-0.140,572.44,70.0,-542.38,-0.34
60.0,0.3,4,0.7,2.5,2.5,0.8,44989,5792,12.7,72.3,-826.20,0.78,-0.110,451.86,70.0,-388.13,-0.34
60.0,0.3,4,0.7,3.0,0.0,0.0,44989,5792,12.7,73.3,-1103.56,0.73,-0.135,551.61,71.4,-565.75,-0.34
60.0,0.3,4,0.7,3.0,2.0,0.6,44989,5792,12.7,73.3,-736.70,0.82,-0.091,378.92,71.4,-372.72,-0.34
60.0,0.3,4,0.7,3.0,2.5,0.8,44989,5792,12.7,73.3,-820.75,0.79,-0.103,426.62,71.4,-407.93,-0.34
60.0,0.3,4,0.7,3.5,2.0,0.6,44989,5792,12.7,74.1,-715.70,0.83,-0.084,352.44,72.3,-378.20,-0.34
60.0,0.3,4,0.7,3.5,2.5,0.8,44989,5792,12.7,74.1,-802.77,0.80,-0.097,401.11,72.3,-415.46,-0.34
60.0,0.5,2,1.5,2.5,0.0,0.0,44989,2242,4.6,59.7,-446.61,0.88,-0.101,211.83,55.8,-299.14,-0.34
60.0,0.5,2,1.8,1.5,0.0,0.0,44989,2242,4.6,46.9,-405.47,0.86,-0.114,184.43,43.0,-239.81,-0.34
60.0,0.5,2,2.0,1.5,2.0,0.6,44989,2242,4.6,44.2,-493.67,0.84,-0.144,226.73,39.3,-284.72,-0.34
60.0,0.5,3,0.8,1.5,2.0,0.6,44989,2911,6.1,67.6,-150.00,0.94,-0.030,80.19,63.5,-92.27,-0.34
60.0,0.5,3,0.8,3.0,0.0,0.0,44989,2911,6.1,76.9,-314.07,0.91,-0.043,127.44,74.2,-231.61,-0.34
60.0,0.5,3,1.0,3.0,0.0,0.0,44989,2911,6.1,71.5,-412.35,0.90,-0.066,183.91,68.6,-285.73,-0.34
60.0,0.5,3,1.25,1.5,2.0,0.6,44989,2911,6.1,54.8,-291.76,0.91,-0.060,133.11,49.9,-176.30,-0.34
60.0,0.5,3,1.25,2.5,0.0,0.0,44989,2911,6.1,63.3,-538.69,0.88,-0.085,213.92,58.9,-375.17,-0.34
60.0,0.5,3,1.5,1.5,1.5,0.5,44989,2911,6.1,50.7,-550.99,0.80,-0.149,304.54,46.1,-264.07,-0.34
60.0,0.5,3,1.5,2.0,0.0,0.0,44989,2911,6.1,56.3,-528.21,0.88,-0.095,216.38,51.5,-345.33,-0.34
60.0,0.5,3,1.5,2.5,1.5,0.5,44989,2911,6.1,59.3,-517.67,0.87,-0.110,262.36,54.9,-305.16,-0.34
60.0,0.5,3,1.5,3.5,1.5,0.5,44989,2911,6.1,63.1,-461.60,0.89,-0.093,230.83,60.0,-282.15,-0.34
60.0,0.5,3,1.8,1.5,1.5,0.5,44989,2911,6.1,50.9,-537.67,0.81,-0.145,296.59,46.3,-258.69,-0.34
60.0,0.5,3,1.8,2.5,1.5,0.5,44989,2911,6.1,59.3,-514.06,0.87,-0.110,262.36,55.0,-301.55,-0.34
60.0,0.5,3,1.8,3.5,1.5,0.5,44989,2911,6.1,63.1,-456.99,0.89,-0.093,230.83,60.1,-277.54,-0.34
60.0,0.5,3,2.0,1.5,1.5,0.5,44989,2911,6.1,51.0,-529.12,0.81,-0.142,290.95,46.4,-255.78,-0.34
60.0,0.5,3,2.0,2.0,2.0,0.6,44989,2911,6.1,49.9,-614.62,0.86,-0.128,262.81,44.1,-368.60,-0.34
60.0,0.5,3,2.0,2.5,1.5,0.5,44989,2911,6.1,59.3,-514.06,0.87,-0.110,262.36,55.0,-301.55,-0.34
60.0,0.5,3,2.0,3.5,1.5,0.5,44989,2911,6.1,63.1,-456.99,0.89,-0.093,230.83,60.1,-277.54,-0.34
60.0,0.5,4,1.25,1.5,0.0,0.0,44989,3386,7.2,54.9,-634.56,0.82,-0.125,297.31,50.4,-351.34,-0.34
60.0,0.5,4,1.5,2.0,1.5,0.5,44989,3386,7.2,56.3,-620.25,0.84,-0.123,301.44,51.4,-339.96,-0.34
60.0,0.5,4,1.5,3.5,1.5,0.5,44989,3386,7.2,63.0,-537.60,0.90,-0.086,231.83,59.6,-342.97,-0.34
60.0,0.5,4,1.8,2.0,1.5,0.5,44989,3386,7.2,56.4,-610.74,0.85,-0.120,295.04,51.5,-336.85,-0.34
60.0,0.5,4,1.8,3.5,1.5,0.5,44989,3386,7.2,63.0,-532.99,0.90,-0.086,231.83,59.7,-338.36,-0.34
60.0,0.5,4,2.0,2.0,1.5,0.5,44989,3386,7.2,56.4,-607.41,0.85,-0.119,291.71,51.5,-336.85,-0.34
60.0,0.5,4,2.0,3.5,1.5,0.5,44989,3386,7.2,63.0,-532.99,0.90,-0.086,231.83,59.7,-338.36,-0.34
60.0,0.8,2,1.8,3.0,2.0,0.6,44989,1095,2.1,58.8,-169.24,0.93,-0.080,107.80,55.8,-116.34,-0.34
60.0,0.8,3,1.5,1.5,2.0,0.6,44989,1482,2.9,50.5,-148.02,0.94,-0.047,64.36,47.3,-105.11,-0.34
60.0,0.8,3,1.5,3.0,2.5,0.8,44989,1482,2.9,63.0,-174.13,0.94,-0.056,94.57,60.7,-123.16,-0.34
60.0,0.8,3,2.0,3.5,2.5,0.8,44989,1482,2.9,57.6,-251.45,0.92,-0.086,132.27,55.5,-173.44,-0.34
60.0,0.8,4,1.5,1.5,2.0,0.6,44989,1793,3.6,50.8,-182.91,0.95,-0.041,63.93,46.5,-136.08,-0.34
60.0,1.0,2,1.8,3.5,0.0,0.0,44989,744,1.4,62.5,-151.78,0.95,-0.056,66.26,58.9,-126.58,-0.34
60.0,1.0,3,1.25,2.0,0.0,0.0,44989,1027,2.0,64.0,-127.10,0.93,-0.048,70.25,60.7,-96.48,-0.34
65.0,0.3,2,0.8,2.5,2.0,0.6,44989,2968,6.4,72.6,-263.65,0.93,-0.037,107.17,70.1,-189.47,-0.34
65.0,0.3,2,1.8,2.5,0.0,0.0,44989,2968,6.4,54.9,-617.45,0.87,-0.113,253.63,51.3,-389.03,-0.34
65.0,0.3,2,2.0,2.5,2.0,0.6,44989,2968,6.4,52.9,-711.92,0.83,-0.160,347.43,49.7,-389.94,-0.34
65.0,0.3,2,2.0,3.0,2.0,0.6,44989,2968,6.4,55.2,-646.37,0.86,-0.128,282.71,52.7,-387.60,-0.34
65.0,0.3,3,1.0,1.5,1.2,0.4,44989,3497,7.7,58.6,-469.60,0.84,-0.096,248.22,54.8,-236.45,-0.34
65.0,0.3,3,1.0,1.5,1.5,0.5,44989,3497,7.7,58.6,-445.06,0.86,-0.088,229.04,54.8,-231.27,-0.34
65.0,0.3,3,1.5,2.5,1.5,0.5,44989,3497,7.7,57.6,-771.97,0.82,-0.140,361.20,53.6,-432.55,-0.34
65.0,0.3,3,1.5,3.0,0.0,0.0,44989,3497,7.7,59.8,-664.81,0.89,-0.089,236.76,56.7,-450.54,-0.34
65.0,0.3,3,1.5,3.0,1.5,0.5,44989,3497,7.7,59.8,-685.75,0.86,-0.110,287.51,56.7,-419.02,-0.34
65.0,0.3,3,1.8,2.5,1.5,0.5,44989,3497,7.7,57.6,-771.97,0.82,-0.140,361.20,53.6,-432.55,-0.34
65.0,0.3,3,1.8,3.0,1.5,0.5,44989,3497,7.7,59.8,-685.75,0.86,-0.110,287.51,56.7,-419.02,-0.34
65.0,0.3,3,2.0,2.5,1.5,0.5,44989,3497,7.7,57.6,-771.97,0.82,-0.140,361.20,53.6,-432.55,-0.34
65.0,0.3,3,2.0,3.0,1.5,0.5,44989,3497,7.7,59.8,-685.75,0.86,-0.110,287.51,56.7,-419.02,-0.34
65.0,0.3,4,0.8,2.5,1.5,0.5,44989,3868,8.5,70.6,-372.65,0.90,-0.057,185.82,68.8,-219.89,-0.34
65.0,0.3,4,1.0,2.0,1.5,0.5,44989,3868,8.5,62.7,-488.79,0.86,-0.088,252.41,60.3,-252.01,-0.34
65.0,0.3,4,1.0,2.5,1.2,0.4,44989,3868,8.5,65.3,-472.18,0.88,-0.076,227.20,63.2,-268.67,-0.34
65.0,0.3,4,1.25,2.5,0.0,0.0,44989,3868,8.5,61.1,-797.86,0.81,-0.135,386.81,58.7,-434.35,-0.34
65.0,0.3,4,1.25,2.5,1.2,0.4,44989,3868,8.5,61.8,-757.67,0.80,-0.143,408.09,59.5,-371.53,-0.34
65.0,0.3,4,1.25,3.0,0.0,0.0,44989,3868,8.5,62.9,-749.05,0.84,-0.113,325.97,61.1,-445.87,-0.34
65.0,0.3,4,1.25,3.5,0.0,0.0,44989,3868,8.5,64.0,-732.68,0.86,-0.099,287.67,62.4,-467.31,-0.34
65.0,0.3,4,1.5,2.5,1.2,0.4,44989,3868,8.5,61.8,-754.16,0.80,-0.143,408.09,59.6,-368.02,-0.34
65.0,0.3,4,1.8,2.5,1.2,0.4,44989,3868,8.5,61.8,-754.16,0.80,-0.143,408.09,59.6,-368.02,-0.34
65.0,0.3,4,2.0,2.5,1.2,0.4,44989,3868,8.5,61.8,-754.16,0.80,-0.143,408.09,59.6,-368.02,-0.34
65.0,0.5,3,1.25,1.5,2.0,0.6,44989,2111,4.5,55.4,-195.56,0.95,-0.037,69.42,50.5,-143.80,-0.34
65.0,0.5,3,1.5,2.5,0.0,0.0,44989,2111,4.5,59.9,-386.04,0.92,-0.069,142.46,55.4,-289.34,-0.34
65.0,0.5,3,2.0,1.5,0.0,0.0,44989,2111,4.5,44.3,-418.75,0.87,-0.114,178.86,39.0,-258.37,-0.34
65.0,0.5,4,1.5,3.5,1.5,0.5,44989,2429,5.2,63.6,-374.99,0.94,-0.049,114.66,59.8,-294.76,-0.34
65.0,0.5,4,1.8,2.0,0.0,0.0,44989,2429,5.2,52.7,-437.82,0.91,-0.075,145.75,46.8,-314.79,-0.34
65.0,0.5,4,1.8,3.5,1.5,0.5,44989,2429,5.2,63.7,-370.38,0.94,-0.049,114.66,59.9,-290.15,-0.34
65.0,0.5,4,2.0,2.0,0.0,0.0,44989,2429,5.2,50.2,-477.23,0.90,-0.087,165.82,44.1,-334.66,-0.34
65.0,0.5,4,2.0,3.5,1.5,0.5,44989,2429,5.2,63.7,-370.38,0.94,-0.049,114.66,59.9,-290.15,-0.34
70.0,0.3,2,0.8,2.5,2.0,0.6,44989,1963,4.1,73.5,-146.77,0.93,-0.036,85.17,71.9,-99.88,-0.34
70.0,0.3,2,0.8,3.0,2.0,0.6,44989,1963,4.1,74.7,-171.51,0.94,-0.035,81.56,73.3,-126.19,-0.34
70.0,0.3,2,1.0,2.0,1.2,0.4,44989,1963,4.1,64.1,-195.44,0.91,-0.056,116.03,61.6,-121.90,-0.34
70.0,0.3,2,1.0,3.5,2.5,0.8,44989,1963,4.1,70.4,-241.02,0.94,-0.041,92.88,68.8,-187.12,-0.34
70.0,0.3,2,1.25,1.5,2.5,0.8,44989,1963,4.1,55.1,-220.46,0.91,-0.065,116.25,52.1,-135.73,-0.34
70.0,0.3,2,1.5,3.0,1.5,0.5,44989,1963,4.1,61.7,-300.49,0.91,-0.074,145.30,59.7,-203.97,-0.34
70.0,0.3,2,1.5,3.5,1.5,0.5,44989,1963,4.1,63.0,-314.25,0.91,-0.071,144.73,61.2,-221.58,-0.34
70.0,0.3,2,1.8,3.0,1.5,0.5,44989,1963,4.1,61.7,-300.49,0.91,-0.074,145.30,59.7,-203.97,-0.34
70.0,0.3,2,1.8,3.5,0.0,0.0,44989,1963,4.1,59.3,-384.43,0.92,-0.070,133.23,57.1,-292.96,-0.34
70.0,0.3,2,1.8,3.5,1.5,0.5,44989,1963,4.1,63.0,-314.25,0.91,-0.071,144.73,61.2,-221.58,-0.34
70.0,0.3,2,2.0,1.5,2.5,0.8,44989,1963,4.1,44.5,-311.53,0.86,-0.125,180.80,42.1,-148.60,-0.34
70.0,0.3,2,2.0,3.0,1.5,0.5,44989,1963,4.1,61.7,-300.49,0.91,-0.074,145.30,59.7,-203.97,-0.34
70.0,0.3,2,2.0,3.5,0.0,0.0,44989,1963,4.1,57.4,-379.07,0.92,-0.077,143.54,55.8,-278.14,-0.34
70.0,0.3,2,2.0,3.5,1.5,0.5,44989,1963,4.1,63.0,-314.25,0.91,-0.071,144.73,61.2,-221.58,-0.34
70.0,0.3,3,0.7,3.0,1.5,0.5,44989,2242,4.8,76.1,-165.17,0.94,-0.031,80.08,74.6,-118.29,-0.34
70.0,0.3,3,0.8,2.0,1.5,0.5,44989,2242,4.8,69.9,-155.37,0.92,-0.045,108.52,68.2,-87.27,-0.34
70.0,0.3,3,1.0,2.5,1.2,0.4,44989,2242,4.8,66.4,-237.31,0.92,-0.054,122.67,63.8,-156.47,-0.34
70.0,0.3,3,1.8,1.5,0.0,0.0,44989,2242,4.8,46.3,-476.62,0.80,-0.162,261.85,42.6,-232.41,-0.34
70.0,0.3,3,1.8,2.0,2.0,0.6,44989,2242,4.8,51.0,-424.70,0.87,-0.119,215.74,47.4,-245.07,-0.34
70.0,0.3,3,2.0,2.0,2.5,0.8,44989,2242,4.8,48.9,-433.20,0.86,-0.133,226.14,45.8,-233.02,-0.34
70.0,0.3,3,2.0,3.5,0.0,0.0,44989,2242,4.8,56.2,-480.24,0.90,-0.099,194.59,54.1,-330.60,-0.34
70.0,0.3,4,1.25,1.5,2.0,0.6,44989,2434,5.2,54.6,-258.37,0.89,-0.077,151.98,52.3,-131.91,-0.34
70.0,0.3,4,2.0,2.0,2.5,0.8,44989,2434,5.2,49.1,-464.77,0.84,-0.145,259.08,46.8,-225.94,-0.34
70.0,0.5,2,1.5,2.5,0.0,0.0,44989,1225,2.5,61.0,-196.06,0.95,-0.039,60.50,56.6,-165.32,-0.34
70.0,0.5,3,1.8,2.5,0.0,0.0,44989,1469,3.0,56.1,-274.69,0.94,-0.057,90.94,51.5,-220.40,-0.34
70.0,0.5,4,1.8,1.5,2.0,0.6,44989,1646,3.5,47.0,-212.86,0.92,-0.065,91.52,42.6,-141.87,-0.34
70.0,0.8,3,2.0,1.5,1.5,0.5,44989,838,1.6,51.9,-95.00,0.94,-0.042,45.09,48.0,-73.41,-0.34
70.0,1.0,3,2.0,2.0,2.0,0.6,44989,616,1.2,50.0,-99.80,0.95,-0.052,46.85,45.1,-80.13,-0.34
70.0,1.0,3,2.0,3.5,0.0,0.0,44989,616,1.2,59.7,-132.18,0.93,-0.076,78.72,57.0,-103.45,-0.34
75.0,0.0,2,1.25,1.5,0.0,0.0,44989,3018,6.6,52.0,-644.71,0.69,-0.196,412.61,51.5,-236.52,-0.34
75.0,0.0,2,1.25,1.5,1.2,0.4,44989,3018,6.6,52.8,-580.14,0.71,-0.181,385.83,52.3,-201.54,-0.34
75.0,0.0,2,1.25,3.0,1.5,0.5,44989,3018,6.6,60.2,-378.90,0.84,-0.111,261.79,62.2,-148.02,-0.34
75.0,0.0,2,1.5,1.5,1.2,0.4,44989,3018,6.6,52.9,-567.64,0.71,-0.180,383.43,52.7,-191.44,-0.34
75.0,0.0,2,1.5,2.0,0.0,0.0,44989,3018,6.6,53.3,-619.84,0.73,-0.197,417.16,54.1,-209.66,-0.34
75.0,0.0,2,1.5,2.0,1.5,0.5,44989,3018,6.6,53.3,-632.88,0.71,-0.208,442.20,54.1,-199.99,-0.34
75.0,0.0,2,1.5,2.0,2.5,0.8,44989,3018,6.6,53.3,-464.04,0.79,-0.149,320.22,54.1,-153.35,-0.34
75.0,0.0,2,1.8,1.5,1.2,0.4,44989,3018,6.6,53.0,-562.26,0.71,-0.179,380.70,52.8,-188.78,-0.34
75.0,0.0,2,1.8,2.0,1.5,0.5,44989,3018,6.6,53.3,-626.48,0.72,-0.204,435.80,54.1,-199.99,-0.34
75.0,0.0,2,1.8,3.0,0.0,0.0,44989,3018,6.6,54.8,-545.01,0.81,-0.154,332.45,56.7,-224.68,-0.34
